Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Arborio_1.jpg,Arborio,918.0758489173229,1558.684233368467,1084.9984621062993,1740.403248806498,0.8052783601110561,0.7903392924162097,0.7906570112354441,0.7696847431040892,8.339136318897637,12.065720131440264,9.64388533464567,13.82987165974332,2.173434952773259,2.2783018082927575,2.229168671026276,2.3224759613044283,0.5565711359694203,0.5482966474023966,0.5551773176300261,0.5400688227131306,0.7460369534878418,0.7404705580928904,0.7451022195846863,0.7348937492679677,0.6679812230722879,0.4279868161720451,0.6209091467564873,0.3612987273612969
Arborio_2.jpg,Arborio,1209.0766486220475,1364.676483352967,706.8038262795276,1612.4839109678219,0.7767817217183663,0.7895308486514393,0.7891623961299148,0.7545670959403862,10.953125000000004,11.469960939921883,8.008796751968507,13.982453964907931,2.310680772770686,2.3368268327111466,2.2674317049349244,2.417130104971887,0.5351632280413,0.5317329831138057,0.5396460235669498,0.5184350443721036,0.7315485137988458,0.7292002352672452,0.7346060328958304,0.7200243359582394,0.5677522195195905,0.5048783791313766,0.7559044320175143,0.4149707587388172
Arborio_3.jpg,Arborio,1022.0485974409451,1575.6508153016307,967.2295767716537,1589.8282596565195,0.78772622196854,0.7789295520698534,0.78996188210713,0.7712877903631776,9.575418307086617,12.7748775497551,9.164124015748033,13.118854237708476,2.254812869832254,2.358472884401483,2.280019971766474,2.3585213119371446,0.5357764366651778,0.5248163962754858,0.5346249595697435,0.5203681478105097,0.7319675106623093,0.7244421276233773,0.7311805246105394,0.7213654745068616,0.6422811121591555,0.4407141226436503,0.6726389916071388,0.4356817612043697
Arborio_4.jpg,Arborio,1265.4374999999998,1448.973153946308,698.4923720472441,1665.0453220906443,0.7729677313388549,0.779314193311347,0.7926420883784064,0.754669217617526,11.198941929133856,12.015748031496065,7.728346456692914,14.106392212784428,2.3513517294812774,2.388213359796157,2.2887669987376995,2.445081515975013,0.5316359454740393,0.526556261060938,0.5382705415069033,0.5171530729322231,0.729133695198651,0.7256419647876893,0.733669231675217,0.7191335570895181,0.5526489133949699,0.4804181164280156,0.7612758886456399,0.4029376028614564
Arborio_5.jpg,Arborio,807.5139025590552,1277.5965031930068,1001.9063730314958,1514.2946245892495,0.7647599952764706,0.752957790897244,0.7480759982084412,0.731556290345226,8.4876968503937,11.54628309256619,10.201525590551178,13.593651187302378,2.543773699347547,2.660499840005969,2.626789434356567,2.7141358890266636,0.5051150896979528,0.4971907301369318,0.5005642866510341,0.48754278970520853,0.710714492393361,0.705117529307655,0.7075056795892413,0.6982426438604338,0.6990433466912921,0.5164378788517976,0.6396301038677842,0.4268491508237351
Arborio_6.jpg,Arborio,862.3567298228347,1113.161758323517,789.5454601377955,1380.657325314651,0.7766590353861109,0.7808531329708198,0.7762213639067634,0.7507883034355638,8.685839074803152,9.99441998883998,8.6228469488189,12.625209250418504,2.383215421782461,2.429494480271876,2.3952468506845697,2.5048668985373177,0.5251982936827203,0.5193754500597229,0.5246870424160772,0.5089502228108557,0.7247056600322094,0.7206770775178872,0.7243528438655275,0.7134074731952671,0.660122947882789,0.5536562183613959,0.7005415865848212,0.44639868633639995
Arborio_7.jpg,Arborio,1023.0556717519685,1543.9636059272123,944.759965551181,1605.0822121644244,0.768564534439006,0.7543731908886772,0.76324416009725,0.7430613882604686,9.807394192913387,13.334428668857342,9.781373031496063,13.902721805443612,2.5006881578790408,2.628079767583941,2.552875885554295,2.636474705250375,0.5048468759657249,0.49438597891393826,0.5028448081798507,0.4888464817539717,0.7105257743148554,0.7031258627827156,0.7091155111685618,0.6991755729099607,0.6433942248167579,0.4541951759516858,0.6815159406482255,0.43258920674663665
Arborio_8.jpg,Arborio,811.5282357283465,1189.50821501643,895.388594980315,1417.3653667307335,0.7742043705733537,0.767436099412302,0.7676132211933638,0.7466564479367874,8.504613681102361,10.943145886291774,9.539185531496063,13.030690061380124,2.434063631622194,2.5212962495876274,2.4726025812825614,2.576504829218547,0.528502152158113,0.521045594016292,0.5257458163842109,0.5110843836294903,0.7269815349499003,0.7218348800219424,0.725083316856905,0.7149016601110185,0.6861521723497235,0.532373784208865,0.6663236315327902,0.44279728843356303
Arborio_9.jpg,Arborio,1149.1053764763776,1350.605369210738,772.3082554133858,1618.7012214024428,0.7864133926846052,0.7918878855342657,0.7951333139632006,0.7659071691474365,10.506951279527556,11.418686837373674,8.267531988188976,13.90761981523963,2.25741841510257,2.294549189828956,2.2328696999214332,2.3605981882065046,0.5375010478414509,0.5317284241115693,0.5396406386684848,0.521545129580432,0.7331446295523489,0.7291971092314953,0.7346023677258907,0.7221808150182556,0.5955144762016504,0.5177981977978686,0.7371460834696113,0.42208089499660545
Arborio_10.jpg,Arborio,1040.0984251968503,1444.2555025110055,820.2034325787401,1418.9418438836879,0.7614502133073288,0.7552941295466165,0.7664148244745582,0.7533408481934024,10.192052165354331,12.780643561287127,8.948880413385826,12.551739103478205,2.53012218960891,2.6270120665901455,2.534593627150743,2.606581797422784,0.5072335193498513,0.49809389500358775,0.5076906851201396,0.4944616349025617,0.7122032851299208,0.70575767442061,0.7125241645868157,0.7031796604727427,0.6221328718461588,0.4674802206425386,0.7121510488164526,0.47681376576908485
